entrez	length
1901	4771
9294	9898
1903	13687
8698	1563
53637	5223
6288	3752
6289	10432
6290	3660
6291	5447
113174	25790
29901	3895
22908	56047
26278	104901
10055	79801
9667	35853
6294	45397
55511	19455
6295	39250
6299	15295
6297	16062
27164	18694
57167	20190
140700	6675
148398	18843
401474	490138
148418	52260
201191	20120
90378	2900
154075	232665
23034	226218
55095	48289
389432	439601
344658	27603
142891	82548
219285	18329
54809	18510
25939	61935
25813	41087
64092	98174
79595	86842
10284	8583
29115	40946
79685	15084
8819	6578
22870	29238
9701	101763
55291	154610
56681	23225
51128	31679
1757	76884
23098	32355
84324	65293
54938	15497
6301	24289
9092	18410
9733	38959
23328	358610
54440	15252
163786	50298
6303	3065
112483	1644
6304	100215
23314	201766
340562	151495
60485	35202
155370	8026
51119	7906
100133234	6124
6305	30035
81846	515540
388228	65221
646643	8563
55206	75738
22904	66631
374897	5004
6307	15498
6309	20639
10609	10758
58506	18161
286205	200920
9522	120209
10066	29635
10067	6379
113178	20614
192683	25933
51282	1742
54581	11003
114821	47889
49855	557551
22937	63445
51435	102929
286133	122790
949	87008
950	55087
8578	11874
91179	13241
692148	329
677780	136
677777	269
692149	136
677778	126
677781	186
677769	420
677765	133
677774	165
677681	129
677763	137
677770	124
677773	129
100124533	125
677766	419
677679	143
677771	128
677775	277
677772	265
677767	329
677776	130
100158262	347
619383	352
51097	43728
79966	169318
6319	17593
8796	109589
23256	113596
152579	493476
7857	5421
29106	39673
6447	55485
7356	4162
147199	6694
10648	3323
10647	2573
404552	2794
4246	5270
4250	3030
92304	1394
117156	3480
284402	3960
10590	49568
29970	624119
85477	89462
132320	219190
51540	38412
22955	215107
6322	17539
10389	115776
256380	148662
6336	96900
11280	206180
6323	164520
6324	9979
6326	184254
6327	13833
6328	116769
55800	25420
6329	34364
6330	19446
6331	101626
6332	90691
6334	221631
6335	180802
79005	4152
6337	30514
6338	103064
6339	11593
6340	34138
6341	25059
9997	2871
60592	128420
6342	124469
59342	28639
11341	134443
23513	24848
9805	70186
90507	3601
79634	34345
83482	5917
85508	14206
6344	84640
6343	1597
80274	146092
57758	72123
222663	39123
642658	3423
57410	13629
55681	74584
57147	44636
55153	41056
6382	24636
6383	118189
9672	40269
376844	466
6385	23136
27111	19230
6386	29936
9147	71120
10807	8692
10806	248265
23753	1997
6388	13843
51150	15159
644096	1124
54949	16609
255812	30358
727956	30832
728609	22574
6389	46593
6390	35310
6391	60959
6392	8921
221935	967748
54549	310097
8436	12778
195814	21128
56948	3140
93517	22671
121214	11275
113675	16012
10993	11442
645832	883
23478	46923
90701	18953
6396	20259
6397	128416
23541	28362
266629	24356
284904	17561
9717	60851
9919	44456
89866	55515
653677	44206
26984	72193
9554	25622
9117	55158
10484	71316
10483	53933
11196	51961
10802	80152
10427	107181
9632	28003
9871	115860
22872	82062
25956	33214
29927	19246
55176	40317
10952	8333
23480	6999
7095	32237
11231	90452
9728	57808
79048	48617
6398	12927
81929	39681
80343	146747
23231	147656
6400	62314
8991	8421
6401	11439
58515	7442
6402	20953
140606	2791
83642	16605
6404	11999
6403	41276
55829	6676
51714	27115
348303	5573
10371	559412
7869	9988
10512	179853
223117	191984
9723	285901
6405	34017
56920	12078
64218	28079
10509	44759
54910	11225
10507	137326
10505	44785
57715	16115
9037	511091
54437	119523
57556	131268
10501	38896
10500	16723
80031	590139
8482	24674
6406	2735
6407	3085
29843	63415
59343	47256
26168	10050
205564	66858
26054	116772
57337	189678
123228	29434
9403	52132
22929	30870
22928	2243
57190	18028
6414	12196
51091	40532
151011	71408
55752	90402
124404	14020
346288	69212
1731	4695
4735	38840
55964	28778
5414	24122
5413	8816
23157	77472
285961	19904
641977	45231
989	114777
23176	27397
10801	219097
6415	5979
51734	5097
84947	58755
26135	22592
8293	17861
10169	19003
26297	224999
253190	20532
94009	11981
57515	28456
347735	24903
10955	25895
619189	5923
256987	144823
27230	4498
387923	24191
51156	12893
256394	10419
145264	36193
388007	6269
5265	13907
12	11662
5267	8464
5104	11692
866	19088
6906	6292
327657	13506
5273	28153
89778	21586
89777	50165
5275	12545
1992	9680
5055	16185
6317	6696
6318	7051
5268	28127
5269	23634
8710	52329
5271	49750
5272	16048
462	13859
3053	13607
5054	12143
5270	64274
647174	29650
5176	15649
5345	12457
710	17163
871	10558
5274	89848
5276	32343
29950	4403
9792	119465
29946	3494
56256	14067
27244	110537
83667	23039
143686	67023
91404	163154
26040	388438
9739	28046
23067	28991
29072	147705
84193	88712
54093	26496
55209	80539
79918	8363
80854	60835
387893	25221
9869	38474
83852	50729
6419	17345
23064	95370
6418	12972
26470	28391
23544	214135
124925	51535
7536	14240
10291	24906
8175	11831
10946	33047
51639	8740
23451	45309
10992	16947
23450	53852
10262	4486
83443	689
57794	44476
9814	122449
51460	147446
57713	252862
2810	1307
6421	16796
6422	47511
6423	8492
6424	10885
6425	5248
9295	47356
285672	50691
140890	39316
10772	16023
135295	22114
10147	43151
57466	63131
11129	31911
8227	10916
25957	28256
6426	6427
10929	4350
9169	72909
6427	3296
6428	11287
6429	34157
6430	4893
6431	6350
6432	7895
6433	88650
8683	8076
113402	22817
375035	27017
84826	3745
207107	10475
389376	817
253970	46268
653509	4516
729238	4607
6439	11434
6440	2746
6441	44496
94081	51182
118980	28974
81855	10009
119559	24961
94097	129676
6442	10411
6443	17593
6444	1039152
8910	71225
6445	164654
137868	1153586
26084	136824
84251	217778
84197	29928
6446	148866
157285	68703
79834	320045
10110	26606
23678	149241
124923	6222
259230	318356
166929	91402
151648	27550
151246	73898
8879	65264
81537	43892
130367	138633
6448	19665
129049	121367
9905	44582
27352	39705
6449	28603
54557	56893
25970	27613
10603	37186
10019	46516
4068	26878
117157	16868
9047	10615
10045	15353
10044	40349
63898	82648
387694	108658
400745	12972
284948	18098
646892	14156
83699	72330
83442	1436
6451	96563
6450	69641
23616	16448
6452	48011
23677	103697
80851	15469
9467	87027
152503	205384
6455	40178
6456	218058
6457	171620
51100	43614
56904	21317
30011	353635
9644	261379
285590	129344
57630	176697
153769	145203
344558	375430
54436	59031
79628	80912
26751	46730
50944	60547
22941	784870
85358	58821
81858	5611
6462	19319
6461	153329
6464	12194
25759	44428
53358	176631
399694	140178
79801	42788
56961	11653
126669	35365
7979	228265
90525	33902
6469	12483
387914	7419
152573	4999
149345	3918
51246	37028
388336	322850
729956	14125
729993	661829
92799	14535
6470	35703
6472	5250
8036	94297
6474	10515
6473	35067
23729	28010
257218	106520
55164	122773
134549	9486
357	163037
57619	348024
57477	238630
54414	43190
6477	93854
6478	22044
283514	74511
54847	97283
51092	18699
59307	11738
89790	7622
114132	12347
89858	10573
100049587	7374
284266	18419
400709	6150
6614	25630
8778	19507
946	13984
27036	11266
27181	7457
27180	15600
284367	6196
10280	3104
150094	12648
23235	128406
23387	255043
80143	11206
64374	251644
6490	12607
6492	79920
6493	51104
25942	86440
23309	50957
8487	22712
26037	420791
57568	232531
23094	301547
6494	12829
140885	46425
10326	59062
284759	17184
128646	23454
55423	57364
23411	33734
22933	21307
23410	21901
23409	22603
23408	40941
51548	8454
51547	6237
27240	1636
10572	7239
6495	6068
10736	4463
6496	4369
51804	14812
147912	4467
4990	3704
6476	99598
220134	19122
348235	45329
221150	22970
8631	296812
8935	209851
6498	39171
391037	80713
23517	117590
6499	10695
6497	81894
6500	28098
6502	32276
84174	33889
122060	66568
57606	84726
6504	39211
114836	38233
57823	15764
56833	10808
89886	33238
6503	66325
7884	23145
6554	21825
6555	22419
8273	3346
201780	6183
347051	1427
345274	25916
84068	268370
6556	15128
4891	76072
6557	97776
6558	105911
6559	50643
6560	25220
57468	38464
9990	108273
10723	105503
84561	130129
56996	40143
6561	88346
9058	24424
64849	126657
26266	46955
284111	28681
6563	28393
8170	515725
6564	68871
6565	49787
51296	15092
121260	30772
117247	143691
162515	2790
387700	105730
201232	4102
151473	34019
6566	44349
6567	112423
9123	22135
9122	29120
9121	18397
9120	24413
9194	193907
23539	6047
220963	59315
6568	108365
10246	17973
10786	29387
10050	26526
26503	60613
57084	41122
57030	12126
246213	64981
63910	16895
6570	38351
6571	38316
6572	2410
6573	60623
10560	22061
80704	34267
6505	97003
6506	168853
6507	81979
6509	35386
6510	13711
6511	60610
6512	55455
6574	17887
6575	125681
387775	43726
55867	17028
116085	12440
9390	12945
9389	36913
55356	93541
85413	52087
51310	8687
5003	18160
5002	25555
6580	38782
440044	28917
63027	187601
283238	64281
387601	81259
6582	42066
6581	106604
6583	49815
6584	25910
9356	8370
10864	9828
9376	23021
114571	42007
9963	17357
9962	157955
151295	8564
9187	49689
25769	800436
57419	510284
123041	178900
283652	21682
80024	36402
1468	8780
8402	3121
8604	110901
10165	201927
9016	33473
10166	22849
8034	49525
10478	49769
83733	29786
60386	16978
6576	3288
788	41956
89874	495288
79751	7806
79085	23711
29957	66300
114789	41058
115286	246411
9481	25275
81894	48985
123096	28550
83884	1414
253512	40700
83447	43927
81034	16697
84275	45708
284723	6304
399512	7926
55186	39159
51312	46507
54977	13998
51629	5245
5250	12742
55972	42792
284427	10230
284439	49036
203427	55152
9673	18707
283130	8509
91137	27012
291	7116
292	2952
293	5961
65012	6241
284129	33215
10861	14331
1836	26642
1811	37754
5172	56981
375611	93609
65010	9738
115111	188659
116369	81127
115019	30424
376497	37424
11001	54196
11000	4753
10999	20954
10998	13732
28965	68515
9154	91299
9153	25612
64078	95604
2030	14557
3177	9955
55315	44137
222962	32551
81031	27989
66035	29609
154091	65070
114134	351064
144195	78682
6513	33515
6514	30380
6515	16957
56731	4274
6517	6539
6518	37153
11182	8033
155184	33850
29988	10760
56606	269123
55532	48703
7779	7593
7780	8866
7781	22179
7782	44149
64924	37076
55676	58538
148867	100823
169026	226497
10463	99959
1317	42948
1318	13164
140679	4886
9197	34334
6569	27587
10568	22897
142680	5798
10559	39414
7355	8775
23443	67233
113829	4539
55032	24259
10237	7230
347734	3789
51000	24132
84912	30975
55343	8944
51006	18474
23169	55073
11046	70274
340146	3359
79939	22578
728661	32997
9906	21161
55508	35292
339665	34871
222553	410450
54733	67796
148641	419842
341880	418407
80255	53965
206358	144974
153201	32611
285641	27408
120103	241864
54020	81814
219855	27449
84255	64798
2542	6794
124565	50622
151258	57522
81539	86086
54407	14586
10991	16218
55089	67661
92745	11716
145389	102619
55238	19661
146167	33705
153129	86498
57181	161757
201266	446765
221074	91453
91252	9369
23516	66851
27173	9085
29986	2578
29985	7552
55630	4732
283375	7814
25800	21337
7922	3570
64116	94441
55334	64016
6519	46030
6520	32751
30061	20221
254428	24664
84102	156191
54946	95193
8501	32030
124935	60760
29015	20626
23446	195170
57153	42102
126969	74896
80736	15854
204962	522132
50651	26059
51151	40070
85414	22658
57210	101155
113235	11988
57864	16618
283537	18933
55244	45180
146802	41306
55652	29134
57282	364313
83959	14067
22950	31509
6521	19771
6522	18327
6508	14410
8671	509441
57835	127174
9497	111699
9498	124446
83697	15532
125206	71919
115584	65765
159963	56336
6523	69979
6524	8234
6526	32682
6527	136634
6528	23781
8884	12755
60482	27973
160728	54745
200010	27531
386757	7666
6538	124514
6539	24076
6540	42309
11254	24852
55117	53338
28968	42688
388662	51708
348932	20808
340024	23516
6529	46515
54716	41104
6530	50264
6531	52646
6532	41378
9152	59791
6533	86773
6534	21010
6535	8667
6536	34979
56301	17186
23657	78252
157724	16472
57709	126527
6541	86278
6542	76217
84889	5517
6545	3843
81893	622
387254	2551
8140	39485
84138	12914
9057	37309
9056	46574
23428	58365
11136	40446
6546	417929
6543	43876
6547	145411
285335	153360
284525	102612
6548	56316
6549	91802
9368	20725
9351	12124
6550	53993
389015	60748
6553	24642
10479	72673
84679	159912
23315	79529
285195	583270
6579	139063
10599	108602
28234	106206
53919	71586
6578	97254
11309	55442
28232	318727
28231	48664
353189	62530
81796	168018
133482	130439
643036	750
91607	23609
55106	26139
146857	16007
342618	16834
162394	30583
200172	9107
6585	187921
9353	368656
6586	639399
114798	5269
84631	12027
22865	10389
139065	13311
26050	8387
84189	6629
9748	62133
7871	173784
10650	24309
51012	9641
6588	4678
6590	2325
79811	55263
10569	17440
57152	1457
4086	77870
4087	122231
4088	129593
4089	54829
9597	5377
4090	49889
4091	80739
4092	30858
4093	75890
57228	25857
60682	194132
64744	49654
6594	77019
6595	178277
6597	101280
8467	43985
56916	83684
50485	70569
6598	51043
6599	196624
6601	27145
6602	15471
6603	10604
6604	38672
6605	22856
8243	48579
27127	69608
10592	47659
9126	38353
10051	35315
23137	95911
79677	90021
23347	149291
4184	6725
140771	2843
54471	18034
125170	5890
140775	12763
55671	53417
57223	70840
139420	3134
23049	121570
23381	42274
23293	243997
9887	82200
6606	28074
6607	28072
10285	14239
64093	152978
64094	226839
54498	38968
6608	24915
6609	4524
6610	3201
55512	90376
55627	30365
10924	21264
27293	24197
23676	52138
26952	6398
10879	7113
6611	54264
219537	13433
342527	24312
6525	23325
55234	34940
23583	67720
57154	116683
64750	120025
150572	45559
56950	55977
64754	757939
114826	50417
10322	12976
6615	5906
6591	3831
333929	8819
8773	41817
6616	88590
9342	32207
116841	53063
9892	156523
6617	34008
6618	2912
6619	43965
6621	24651
10302	8067
23557	3198
100169959	121
100170217	119
100170219	119
100170220	119
100126781	122
100126780	127
100170222	120
9627	152865
6622	114225
6620	10479
6623	7501
27044	440448
25992	98158
11267	15526
283596	1960
128439	4267
85028	4445
23642	3907
8420	4949
724102	9432
387066	1726
641638	3851
84973	3590
100093630	1061
735301	508
79753	19844
8303	10699
574042	132
100124539	126
100124541	126
677799	130
677800	146
654322	132
677801	133
677802	134
677803	132
692073	133
692157	132
677805	131
641451	127
677792	129
677806	131
619505	132
677807	133
677808	188
677809	130
684959	133
677810	121
619499	125
677811	125
677812	139
677793	134
677794	136
677813	128
677814	129
692063	120
677815	136
677817	131
677818	130
677819	128
100124536	131
677820	131
677821	135
619562	129
677822	126
619569	131
677823	133
677825	131
677826	130
677827	134
677828	137
652965	134
677829	136
619568	136
677830	135
677831	131
619565	133
677832	249
677833	122
677834	136
677835	128
692158	148
677836	235
677882	151
654319	133
677795	131
677796	136
677838	129
6044	153
6043	134
26784	133
26783	135
26782	132
26781	136
26780	132
26779	131
574040	148
100124537	133
26778	134
26777	137
26776	135
677839	137
677840	137
26775	131
26821	199
677841	203
654321	136
677842	132
677843	124
677844	126
677845	139
677797	138
677846	135
677847	177
100124534	132
654320	138
677798	132
652966	147
100033450	81
100033802	81
100033444	81
727708	93
100033431	93
100033820	92
100033416	97
6079	147
114599	145
692086	236
677850	79
9304	125
692091	109
692108	110
692205	113
319103	108
692225	136
692223	141
9751	43035
54861	64631
23020	31208
79622	3841
11017	11280
11066	15053
9410	37220
154007	21769
6625	23155
6627	13738
6626	14186
6629	12538
6628	9147
6631	16763
6632	21206
6633	4862
6634	19321
6635	9553
6636	8101
6637	12409
6638	155086
6640	35896
6641	276290
6645	121905
54212	886896
54221	417142
132203	12537
10073	28295
8926	23830
22938	43557
29887	82521
29916	16068
29934	14179
23161	149747
57231	88660
29907	13133
64089	42743
9784	7039
112574	101490
399979	50228
6642	50165
124460	15012
90203	9858
79856	5783
28966	183869
83891	163783
81609	87053
92017	597553
6643	59547
401548	126124
169166	90536
254122	21529
257364	14389
8724	49818
8723	73558
27131	27194
58533	69055
51375	99216
29886	102707
51429	229031
6646	64966
8435	21049
55084	171202
8651	1765
8835	56387
9021	3302
122809	22358
9655	64169
9306	41154
30837	53749
6647	9238
6648	93212
6649	5367
402381	10250
54937	46398
6650	26924
6651	34476
10580	249666
8470	370928
10174	30798
114815	607475
57537	550290
22986	623952
6652	53990
6653	181449
6272	88375
6654	143410
6655	114448
25928	4257
50964	5053
6663	12243
6664	9001
6666	4657
9580	54647
8403	2019
6665	1916
64321	2957
54345	2057
6656	4557
11166	2923
347689	685548
6657	2511
11063	45801
6658	2084
6659	4868
6660	1033202
55553	772028
83595	6743
30812	5209
6662	5396
6672	129450
3431	60543
93349	80354
11262	113828
6667	36270
6668	36239
6670	64927
6671	86739
389058	3353
80320	31404
121340	18218
221833	4607
100131390	3546
53340	23614
81833	19931
124912	6030
171169	972
389852	5400
653423	15874
10407	15916
79582	1126132
200162	231638
6674	84035
6676	5265
10615	21451
9576	72165
9552	8591
26206	4487
9043	158694
6677	46173
728712	1054
64663	1054
494118	8705
494119	8633
139067	8740
441525	12709
494197	1283
8404	56173
6678	25819
6683	94086
353324	14768
221178	327272
83893	251878
128153	240363
132671	45995
219938	9603
64847	8763
374955	42236
84690	73841
202051	8935
124044	5348
9825	12138
130560	23814
132851	11006
79029	19094
166378	396363
54558	213565
55812	84712
145946	2180
83890	79921
375686	36122
221409	37529
26010	176385
65244	160532
147841	10504
57405	25398
28972	5042
9789	29767
60559	12279
25803	18533
245711	39776
387778	3512
285955	13172
441273	13995
441272	15398
388333	11896
442590	10677
729597	10698
441251	6334
25876	3944
79925	197244
10290	59414
374768	1308
23013	92749
220082	13529
246777	16286
80208	100982
23111	68542
51324	26892
6687	49389
10638	1122
8877	4651
56848	11116
80309	202045
6688	40781
6689	12376
121599	11721
10927	90250
54466	5645
474343	9763
169981	20681
139886	4104
153218	17461
408187	7530
6690	14651
6691	12350
27290	8400
11005	73402
404203	12343
84651	3496
646424	27067
643394	18755
57119	6775
6692	14164
10653	28042
10816	3161
391253	3483
56907	215302
84501	42844
83985	10770
124976	40154
201305	54264
6693	7926
23626	14236
90853	25629
6695	524028
9806	36279
50859	501485
10418	305410
10417	42030
339745	71777
8405	79279
6696	7761
6694	26467
84888	63446
56928	26524
121665	141848
161742	105162
200734	125174
399473	9823
503542	3951
6698	1733
6699	1697
6700	1392
6701	1385
6702	1375
6703	1414
6704	1391
6705	7339
6706	45795
6707	2109
163778	3847
10252	6965
10253	5150
10251	169894
81848	14591
84926	15074
283377	11130
84767	8513
6697	4750
80176	76638
84727	2368
90864	5859
92369	97264
6708	76217
6709	81098
6711	215119
6712	46865
57731	109463
51332	45907
6710	135801
10558	84272
9517	110666
55304	160131
144108	28422
84654	1840
6713	23778
58472	60146
8878	31685
23350	59155
10011	8026
55133	222614
10847	42238
80725	77151
136853	20688
6714	61365
6715	40946
6716	143171
79644	26872
6720	25683
6721	74203
153443	113649
6722	10237
57522	318306
23380	260895
9901	382855
5552	47278
6717	21878
6345	52879
6725	7580
6723	5464
6727	3512
6728	37183
6729	46669
6730	33751
6731	36064
6726	12653
6732	88214
6733	288655
26576	4731
58477	44551
6734	13831
27286	31589
8406	71589
402055	10791
10250	30008
23524	20509
222183	85391
84530	181510
100170229	2410
51593	13693
63826	21896
140809	6585
6736	827
26039	38749
51188	15094
6760	74964
6742	12167
23635	338446
23648	188047
170463	15843
6741	13193
284297	30663
6744	39008
54434	79415
85464	304301
54961	9129
8636	1690
8082	112826
23145	57923
6745	32056
6746	11903
6747	15647
6748	4353
6749	9906
10534	1429
6751	5163
6752	11623
6753	16214
6754	3925
6755	8698
6750	1482
29101	33190
6756	12052
117178	47051
6757	10331
10214	10279
6759	9820
6758	18816
280657	12704
280658	10839
280659	11013
6767	32473
6768	50580
9705	299047
400410	24910
6482	117686
6483	63123
6487	223700
6484	58955
8869	51914
10402	63609
6764	217599
6480	148027
84620	85810
55808	25989
10610	20751
256435	562582
27090	9166
81849	201718
30815	21443
54879	102437
93653	1888
93654	73520
93655	27256
338069	5969
7982	276675
6489	141323
8128	74847
51046	16374
7903	96349
29906	89232
338596	140552
23166	29158
55576	179474
342667	15409
246329	7735
6769	167664
10274	416177
10735	142096
54441	8609
442582	8622
442578	8648
64940	18888
10734	41771
10254	58976
57559	44134
10617	44745
8027	72674
26228	48610
55620	14834
10809	38976
90627	573692
83930	52426
10948	27121
134429	21175
80765	15088
147323	33366
56910	23987
9754	78173
6770	8252
6772	45261
6773	18564
6774	75178
6775	143108
6776	24396
6777	89260
6778	16005
6779	6604
6780	105956
27067	327339
8987	5104
6781	12877
8614	14780
26872	10358
261729	31668
55240	43176
79689	36002
246744	444
6491	64757
6786	237546
57620	164540
10963	19276
6793	146150
114790	18594
6794	22653
8576	4868
9263	44271
9262	42920
8859	10271
8428	126952
10494	17060
56164	122375
202374	167033
55351	449514
282974	125077
65975	259199
140901	50534
27148	30668
23012	81726
11329	53590
27347	293575
6788	511281
83931	46296
6789	113551
7955	54784
3925	22698
11075	55045
50861	13905
81551	23557
9399	15710
30968	3419
161003	24934
2040	31317
286749	246592
11037	68361
85439	175815
219736	68411
56977	227199
201254	4227
64220	32801
346673	26684
92335	39154
55437	29112
11171	21096
55342	159092
161497	19237
29966	132597
29888	26966
6801	128909
412	207351
3703	30244
201595	104983
10273	2391
8677	6317
8676	51895
23673	51224
8675	28243
55014	67887
53407	123375
415117	14916
6804	20463
112755	21382
2054	49674
6809	50505
6810	7073
6811	25193
10228	50409
8417	67605
9482	325487
6812	84117
6813	10763
6814	62849
252983	204904
9515	516556
134957	186292
29091	240643
55359	55395
51657	53524
6815	44830
10923	72301
8803	58617
8802	35752
8801	294154
56670	10976
64426	44844
51684	130734
283507	9887
441394	10410
10910	48206
23213	194288
55959	132047
6817	17999
6799	5127
6818	5055
27284	39477
6819	21020
442038	25640
27233	11035
6783	18939
6822	15848
6820	47255
25830	38004
391365	28267
285362	432568
25870	16665
391257	1211
474338	1209
7341	32426
6613	17373
6612	12512
387082	1016
23353	59377
25777	21287
256979	48751
140732	20676
6821	12978
11198	32547
8464	568994
6827	7023
6829	31124
6830	40496
9913	21272
6832	28859
6834	4729
6835	4608
6836	16500
6838	7412
64420	134732
56241	7619
203328	26450
55061	144445
26032	68911
6839	13462
79723	25532
51111	59036
84787	8245
440423	83222
23512	64033
9900	14526
9899	202977
22987	506476
79987	214493
6840	279598
258010	17436
136306	109673
55530	113327
23075	88916
94056	45728
55638	117813
100130958	13807
93426	14375
256126	21445
342898	1438
6847	141102
221711	87257
10388	70423
50511	11073
85360	7584
84144	45344
25949	10226
6850	96949
8189	47757
6853	47956
6854	187672
8224	550561
10492	36078
81493	23690
23345	515711
23224	464545
8831	33624
9145	35626
9144	4419
9143	4305
23546	12110
8867	102488
55333	50591
8871	117320
23336	31517
79933	11148
171024	210566
11346	73188
132204	416320
11276	94689
6856	22214
284612	15664
6855	12378
767557	47441
90196	14849
341359	65581
23208	25697
91683	44090
57586	46039
401135	2687
255928	233224
83849	17152
83851	300663
51760	100500
6857	588026
127833	119858
84258	17904
6860	9598
6861	9245
148281	64577
9066	74690
90019	10037
143425	231248
84958	11910
54843	116961
94120	121431
94121	60173
94122	239905
84447	7899
134864	15870
9287	7125
9038	1146
319100	1037
83551	1047
134860	1048
10454	37352
23118	193689
257397	61949
6863	8386
6866	6529
255061	9708
6867	124823
10579	265379
10460	23674
51204	7470
6869	153057
6865	13015
6870	133954
4070	1819
117143	19754
6871	72848
93624	14580
10474	13047
6881	5922
6882	10609
6883	45857
6884	11863
8148	37758
9015	32194
9014	90974
9013	9223
79101	11343
138474	6215
6872	164305
6873	102085
83860	198126
6875	165240
6874	91012
27097	33011
6877	21089
10629	15946
6878	20138
54457	24826
6879	2294
129685	32756
51616	9902
6880	5270
117289	10684
8407	7396
29114	15149
6876	8171
6886	16099
6887	667
6888	17548
85461	264059
26115	461471
10010	99275
57551	160979
9344	18393
51347	223149
6890	8762
6891	16937
55080	20350
6892	14693
202018	65972
6894	87866
6895	5510
23435	17874
441864	11470
445347	37164
80222	20198
123283	70877
6897	27395
80835	24448
80834	20061
83756	4040
50839	923
50838	1636
50840	953
50833	996
259294	1001
50834	3004
259295	2342
259293	959
259290	1020
5726	1142
259285	1016
50831	1100
259286	1042
259287	923
353164	944
259289	1026
259292	929
50832	5017
259296	999
54429	1150
338398	956
50837	1095
50836	1235
50835	1074
55617	534176
83940	51992
9797	32759
128387	25002
6898	11432
8887	90394
30851	5786
6901	10187
83874	34951
26000	13392
374403	6372
23232	133903
54662	23225
57533	123674
64786	87500
125058	103532
79735	11219
55296	274995
23216	248091
128637	27063
161514	38610
25771	462358
55633	75198
55773	64246
57465	34565
4943	22990
353149	12507
254272	9997
26083	6027
23102	82726
55357	56651
414059	10943
414060	10941
729877	10977
440452	10950
729873	11079
9882	199641
9779	585577
51256	23632
54885	73477
11138	188886
23061	45826
23158	135603
6902	85195
1155	10962
55171	24476
6903	1605
6904	193866
219899	66674
6905	85083
93627	275084
29110	50009
9755	17998
79718	178138
6907	256445
90665	198560
26608	11068
10607	10876
9519	38262
387332	26335
6908	18537
10716	9573
84897	13080
9238	11647
347853	8257
6913	106464
9096	97788
9095	33549
6899	26890
57057	54164
30009	12886
50945	17021
6909	9623
6926	13920
9496	32688
6910	54797
6911	6134
6915	14242
6916	242079
123036	87790
146771	7363
8557	1205
6917	55892
6919	29997
6920	43867
9338	2237
140597	2033
85012	2021
79921	11505
340543	3059
158931	3979
56849	2140
90843	2198
170082	12299
6921	27168
6923	5866
51224	3045
162699	1876
6924	18693
256536	219330
10915	64631
6938	374505
6939	6273
6941	5626
6942	123914
6943	6424
150921	8082
22980	37792
6929	43323
6925	413772
83439	176995
6934	217431
6932	33548
10732	20817
126637	4923
7062	9137
84260	37402
10312	14846
8115	19995
9623	6202
27004	21355
6947	13679
6948	20188
6949	42669
401285	22965
140290	11802
6953	11420
55346	39955
255394	45429
6954	23346
6950	11205
6988	4270
202500	19071
6991	26093
200132	26904
255758	27021
343521	1458
79600	35362
79867	37297
26123	30747
6997	7922
6998	2709
6996	23074
157739	28815
6999	16710
55775	89845
51567	16920
126668	45928
91646	109813
56165	58227
81550	177422
163589	99659
221400	24051
23424	84029
122402	124324
732253	1556
11022	21101
7003	270316
8463	21857
7005	23482
7004	81279
25851	37611
9895	139536
253017	133212
9524	38228
7007	90247
6975	21638
7006	134081
127670	2550
7008	31995
83659	33741
27285	4181
64518	39871
150483	5393
146279	67429
7010	121037
9894	17114
23371	17399
7011	47873
374739	11681
7012	450
7013	39267
54386	9705
7014	30440
7015	41920
54997	60567
7016	4771
10420	147280
26136	48247
80312	140457
54790	133928
200424	153358
83639	30004
54881	50867
56159	397484
56158	5184
56157	1765
56156	1506
56155	135378
56154	81464
400629	4529
113419	8931
51368	33148
55852	116038
374618	201954
260341	2222
7019	14087
7020	23383
7021	29927
7022	9977
83741	59507
339488	26852
7023	15837
51106	84626
64216	25700
29842	68623
7024	79479
7027	56785
7029	205116
51270	1692
7030	14631
7942	52245
22797	224743
7031	4253
7032	4637
7033	3929
10342	39677
24144	22351
7980	5357
7035	90275
29844	8662
7036	21136
7037	63429
7018	134643
23483	22220
7039	106542
7041	5808
7040	23599
7042	99335
7043	24950
7045	34830
7046	50154
7048	87670
7049	225659
9392	80327
7050	47969
90316	975
90655	974
60436	20479
7051	14063
7052	39123
7053	45078
7047	40382
9333	34338
343641	51852
116179	25984
10618	9962
96764	52999
7038	267959
51497	13881
63892	365210
56906	11091
57215	1875
55145	6657
83591	16343
90326	10970
51078	53138
168451	7636
152815	33384
80764	3014
199745	19778
79725	19633
7056	4039
7057	18387
7058	38061
7059	13592
7060	92457
51298	14946
117145	38645
284486	6611
387357	210437
54974	10029
79896	74345
55258	16342
9984	53699
57187	132491
84321	75374
10189	3752
8563	47881
79228	3715
80145	30608
7064	30341
7066	7753
9967	80928
7067	31674
7068	378555
7069	4490
374500	612
55901	29005
79875	667767
221981	461833
80731	912173
79178	48511
55623	11241
80745	43216
25917	23929
7070	9509
29087	5070
7054	10152
7072	39349
9220	2088
7073	25376
7074	441559
26230	167434
148022	15780
353376	23983
7075	22154
497189	8125
92610	11367
200765	6674
166815	2084
220359	2862
201798	11062
84948	5393
81789	7536
91151	6622
201633	38645
91937	43934
8914	33063
26519	14041
26517	1961
51025	11070
10440	15161
10245	4696
29928	6542
10469	16948
92609	12941
1678	3081
26521	1956
26520	19120
7076	4381
7077	72410
7078	61336
7079	5844
64129	11302
27283	82359
26277	3034
25976	32180
